Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
34323013,9/14/2016 15:29,9/14/2016 16:45,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11379,,,,,,,,MIDDLE VILLAGE,,N/A,Closed,9/28/2016 15:29,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",9/14/2016 16:45,05 QUEENS,QUEENS,,,Juniper Valley Park,QUEENS,Juniper Valley Park,Q102,,,7185205900,"Connecting Drive, Dry Harbor Road, 62nd and 63rd Avenues",MIDDLE VILLAGE,NY,11379,,,,,,,,,,,,,,,
34347241,9/17/2016 8:59,9/17/2016 9:37,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,10/1/2016 8:59,The reported condition was inspected and a summons has been issued.,9/17/2016 9:37,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park,MANHATTAN,Inwood Hill Park,M042,,,2124080100,"Dyckman Street, Hudson River, Harlem River Ship Canal",NEW YORK,NY,10034,,,,,,,,,,,,,,,
34285676,9/10/2016 10:50,9/10/2016 11:22,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11207,,,,,,,,BROOKLYN,,N/A,Closed,9/24/2016 10:50,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,9/10/2016 11:22,Unspecified BROOKLYN,BROOKLYN,,,Upper Highland Playground,BROOKLYN,Upper Highland Playground,Q020-02,,,NA 0/0,Bulwer Place and Highland Boulevard,BROOKLYN,NY,11207,,,,,,,,,,,,,,,
34285730,9/10/2016 14:44,9/10/2016 14:45,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,9/24/2016 14:44,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,9/10/2016 14:45,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Emerson Playground,MANHATTAN,Inwood Hill Park - Emerson Playground,M042-02,,,2124080100,"Seaman Avenue between Isham, West 207th Street",NEW YORK,NY,10034,N,,,,,,,,,,,,,,
34286660,9/10/2016 15:05,9/12/2016 10:35,DPR,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,10468,,,,,,,,BRONX,,N/A,Closed,9/24/2016 15:05,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,9/12/2016 10:35,07 BRONX,BRONX,,,St James Park,BRONX,St James Park,X044,,,7184301800,"Jerome Ave, East 193rd Street, Creston Avenue, East 191st Street",BRONX,NY,10468,N,,,,,,,,,,,,,,
34287672,9/10/2016 15:40,9/10/2016 18:19,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,11209,,,,,,,,BROOKLYN,,N/A,Closed,9/24/2016 15:40,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,9/10/2016 18:19,10 BROOKLYN,BROOKLYN,,,Shore Road Park - 79th Street Playground,BROOKLYN,Shore Road Park - 79th Street Playground,B082-02,,,7189658900,79th Street and Shore Road,BROOKLYN,NY,11209,N,,,,,,,,,,,,,,
34287673,9/10/2016 15:24,9/10/2016 16:54,DPR,Department of Parks and Recreation,Violation of Park Rules,Biking/Rollerblading off Path,Park,11101,,,,,,,,LONG ISLAND CITY,,N/A,Closed,9/24/2016 15:24,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,9/10/2016 16:54,02 QUEENS,QUEENS,,,Hunter's Point Park,QUEENS,Hunter's Point Park,Q471,,,7185205900,"East River, 2nd Street, Newton Creek and Canal",LONG ISLAND CITY,NY,11101,N,,,,,,,,,,,,,,
34287675,9/10/2016 13:55,9/10/2016 14:43,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10004,,,,,,,,NEW YORK,,N/A,Closed,9/24/2016 13:55,The reported condition was inspected and a summons has been issued.,9/10/2016 14:43,01 MANHATTAN,MANHATTAN,,,Battery Park,MANHATTAN,Battery Park,M005,,,2124080100,"Battery Place, State and Whitehall Streets",NEW YORK,NY,10004,,,,,,,,,,,,,,,
34288795,9/10/2016 19:04,9/10/2016 19:47,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11373,,,,,,,,ELMHURST,,N/A,Closed,9/24/2016 19:04,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,9/10/2016 19:47,04 QUEENS,QUEENS,,,C C Moore Homestead Park,QUEENS,C C Moore Homestead Park,Q361,,,7185205900,Broadway and 83rd Street,ELMHURST,NY,11373,N,,,,,,,,,,,,,,
34290759,9/10/2016 14:24,9/10/2016 14:24,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,9/24/2016 14:24,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,9/10/2016 14:24,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Indian Road Playground,MANHATTAN,Inwood Hill Park - Indian Road Playground,M042-03,,,2124080100,West 214th Street and Seaman Avenue,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
34291710,9/10/2016 18:32,9/10/2016 18:48,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11385,,,,,,,,RIDGEWOOD,,N/A,Closed,9/24/2016 18:32,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,9/10/2016 18:48,05 QUEENS,QUEENS,,,Joseph F Mafera Park,QUEENS,Joseph F Mafera Park,Q305,,,7185205900,65th Place and Catalpa Avenue,RIDGEWOOD,NY,11385,N,,,,,,,,,,,,,,
34291728,9/10/2016 14:40,9/10/2016 14:41,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,9/24/2016 14:40,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,9/10/2016 14:41,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Emerson Playground,MANHATTAN,Inwood Hill Park - Emerson Playground,M042-02,,,2124080100,"Seaman Avenue between Isham, West 207th Street",NEW YORK,NY,10034,N,,,,,,,,,,,,,,
34311273,9/13/2016 11:51,9/13/2016 12:25,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11215,,,,,,,,BROOKLYN,,N/A,Closed,9/27/2016 11:51,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",9/13/2016 12:25,06 BROOKLYN,BROOKLYN,,,J J Byrne Memorial Park,BROOKLYN,J J Byrne Memorial Park,B111,,,7189658900,"3rd to 4th Streets, 4th to 5th Avenues",BROOKLYN,NY,11215,,,,,,,,,,,,,,,
34305633,9/12/2016 14:29,9/12/2016 15:11,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11207,,,,,,,,BROOKLYN,,N/A,Closed,9/26/2016 14:29,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",9/12/2016 15:11,05 BROOKLYN,BROOKLYN,,,Highland Park,BROOKLYN,Highland Park,B047,,,NA 0/0,Highland Boulevard and Bulwer Place,BROOKLYN,NY,11207,,,,,,,,,,,,,,,
32436073,1/17/2016 14:52,1/17/2016 15:01,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10004,,,,,,,,NEW YORK,,N/A,Closed,1/31/2016 14:52,The reported condition was inspected and a summons has been issued.,1/17/2016 15:01,01 MANHATTAN,MANHATTAN,,,Battery Park,MANHATTAN,Battery Park,M005,,,2124080100,"Battery Place, State and Whitehall Streets",NEW YORK,NY,10004,,,,,,,,,,,,,,,
32449778,1/19/2016 11:40,1/19/2016 13:00,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10461,,,,,,,,BRONX,,N/A,Closed,2/2/2016 11:40,The reported condition was inspected and a summons has been issued.,1/19/2016 13:00,Unspecified BRONX,BRONX,,,Pelham Bay Park,BRONX,Pelham Bay Park,X039,,,7184301890,"Bruckner Boulevard, Eastchester, Hutchinson",BRONX,NY,10461,,,,,,,,,,,,,,,
32599535,2/4/2016 9:20,2/4/2016 10:06,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10012,,,,,,,,NEW YORK,,N/A,Closed,2/18/2016 9:20,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,2/4/2016 10:06,Unspecified MANHATTAN,MANHATTAN,,,Mercer Playground,MANHATTAN,Mercer Playground,M295,,,2124080100,Mercer Street between Bleecker and West 3rd Streets,NEW YORK,NY,10012,,,,,,,,,,,,,,,
32687563,2/15/2016 12:00,2/15/2016 12:57,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10012,,,,,,,,NEW YORK,,N/A,Closed,2/29/2016 12:00,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2/15/2016 12:57,Unspecified MANHATTAN,MANHATTAN,,,Mercer Playground,MANHATTAN,Mercer Playground,M295,,,2124080100,Mercer Street between Bleecker and West 3rd Streets,NEW YORK,NY,10012,,,,,,,,,,,,,,,
32687568,2/15/2016 9:27,2/15/2016 9:52,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11365,,,,,,,,FRESH MEADOWS,,N/A,Closed,2/29/2016 9:27,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,2/15/2016 9:52,07 QUEENS,QUEENS,,,Kissena Park,QUEENS,Kissena Park,Q024,,,7185205900,Oak Avenue to Hempstead Turnpike,FRESH MEADOWS,NY,11365,,,,,,,,,,,,,,,
34290713,9/10/2016 21:37,9/10/2016 23:13,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,10458,,,,,,,,BRONX,,N/A,Closed,9/24/2016 21:37,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,9/10/2016 23:13,07 BRONX,BRONX,,,Mosholu Playground - PS 8,BRONX,Mosholu Playground - PS 8,X197,,,7184301800,Bainbridge Avenue and Moshulu Parkway,BRONX,NY,10458,N,,,,,,,,,,,,,,
34293583,9/11/2016 17:42,9/11/2016 17:43,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,9/25/2016 17:42,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,9/11/2016 17:43,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Nature Center,MANHATTAN,Inwood Hill Park - Nature Center,M042,,,2123042365,218th Street and Indian Road,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
34293587,9/11/2016 17:05,9/11/2016 18:22,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11370,,,,,,,,EAST ELMHURST,,N/A,Closed,9/25/2016 17:05,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,9/11/2016 18:22,03 QUEENS,QUEENS,,,Gorman Playground,QUEENS,Gorman Playground,Q085,,,7185205900,30th Avenue between 84th and 85th Streets,EAST ELMHURST,NY,11370,,,,,,,,,,,,,,,
34294965,9/11/2016 17:55,9/11/2016 19:27,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,10453,,,,,AQUEDUCT AVENUE,CLINTON PLACE,INTERSECTION,BRONX,,N/A,Closed,9/25/2016 17:55,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",9/11/2016 19:27,05 BRONX,BRONX,"1,009,578","251,739",Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85760389,-73.90843931,"(40.857603894451486, -73.90843931296328)"
34295026,9/11/2016 13:37,10/1/2016 14:21,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,11215,,,,,PROSPECT PARK WEST,3 STREET,INTERSECTION,BROOKLYN,,N/A,Closed,9/25/2016 13:37,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,10/1/2016 14:21,06 BROOKLYN,BROOKLYN,"991,511","182,729",Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66822265,-73.97382603,"(40.66822265354222, -73.9738260274245)"
34295728,9/11/2016 16:51,10/1/2016 14:26,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10024,,,,,,,,NEW YORK,,N/A,Closed,9/25/2016 16:51,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",10/1/2016 14:26,Unspecified MANHATTAN,MANHATTAN,,,Central Park - Belvedere Castle Turtle Pond and Shakespeare Garden,MANHATTAN,Central Park - Belvedere Castle Turtle Pond and Shakespeare Garden,M010,,,2127720210,"West Drive, 79th Street Transverse, East Drive, South of the Great Lawn",NEW YORK,NY,10024,N,,,,,,,,,,,,,,
34296458,9/11/2016 17:39,9/11/2016 17:40,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,9/25/2016 17:39,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,9/11/2016 17:40,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Nature Center,MANHATTAN,Inwood Hill Park - Nature Center,M042,,,2123042365,218th Street and Indian Road,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
34297091,9/11/2016 19:21,9/11/2016 19:29,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,10039,,,,,,,,NEW YORK,,N/A,Closed,9/25/2016 19:21,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",9/11/2016 19:29,12 MANHATTAN,MANHATTAN,,,Highbridge Park - Adventure Playground,MANHATTAN,Highbridge Park - Adventure Playground,M037-10,,,2124080100,West 164th Street and Edgecombe Avenue,NEW YORK,NY,10039,N,,,,,,,,,,,,,,
34297144,9/11/2016 19:01,9/11/2016 19:38,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Street/Curbside,10467,115 EAST MOSHOLU PARKWAY NORTH,EAST MOSHOLU PARKWAY NORTH,KOSSUTH AVENUE,STEUBEN AVENUE,,,ADDRESS,BRONX,,N/A,Closed,9/25/2016 19:01,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,9/11/2016 19:38,07 BRONX,BRONX,"1,016,868","258,955",Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87738568,-73.88205088,"(40.877385676249666, -73.88205087634928)"
34297876,9/11/2016 15:09,9/11/2016 16:23,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11355,,,,,,,,FLUSHING,,N/A,Closed,9/25/2016 15:09,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,9/11/2016 16:23,07 QUEENS,QUEENS,,,Bowne Playground,QUEENS,Bowne Playground,Q308,,,7185205900,Union Street and Sanford Avenue,FLUSHING,NY,11355,,,,,,,,,,,,,,,
34297933,9/11/2016 17:24,9/11/2016 17:25,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,9/25/2016 17:24,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,9/11/2016 17:25,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Nature Center,MANHATTAN,Inwood Hill Park - Nature Center,M042,,,2123042365,218th Street and Indian Road,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
34298630,9/11/2016 11:42,9/11/2016 14:26,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11201,,,,,,,,BROOKLYN,,N/A,Closed,9/25/2016 11:42,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,9/11/2016 14:26,02 BROOKLYN,BROOKLYN,,,Fort Greene Park,BROOKLYN,Fort Greene Park,B032,,,7189658900,"Myrtle Avenue, Cumberland Street, DeKalb Beach Avenue",BROOKLYN,NY,11201,,,,,,,,,,,,,,,
34335039,9/16/2016 20:25,9/16/2016 23:13,DPR,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,11385,,,,,,,,RIDGEWOOD,,N/A,Closed,9/30/2016 20:25,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,9/16/2016 23:13,05 QUEENS,QUEENS,,,Rosemary's Playground - JHS 93,QUEENS,Rosemary's Playground - JHS 93,Q398,,,7185205900,"Woodward Avenue, Woodbine Street, Fairview Avenue",RIDGEWOOD,NY,11385,N,,,,,,,,,,,,,,
34341131,9/16/2016 20:43,9/16/2016 20:43,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11365,,,,,,,,FRESH MEADOWS,,N/A,Closed,9/30/2016 20:43,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,9/16/2016 20:43,07 QUEENS,QUEENS,,,Kissena Park - 160 St Playground,QUEENS,Kissena Park - 160 St Playground,Q024,,,7185205900,Booth Memorial Avenue and 160th Street,FRESH MEADOWS,NY,11365,N,,,,,,,,,,,,,,
34314454,9/13/2016 13:19,9/13/2016 13:41,DPR,Department of Parks and Recreation,Violation of Park Rules,Biking/Rollerblading off Path,Park,10021,,,,,,,,NEW YORK,,N/A,Closed,9/27/2016 13:19,The condition was determined to be an emergency issue and NYPD was notified.,9/13/2016 13:41,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,Central Park,M010,,,2124080100,"5th Avenue to Central Park West, 59th to 110th Streets",NEW YORK,NY,10021,,,,,,,,,,,,,,,
32834546,3/5/2016 10:20,3/5/2016 11:34,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10461,,,,,,,,BRONX,,N/A,Closed,3/19/2016 10:20,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",3/5/2016 11:34,Unspecified BRONX,BRONX,,,Pelham Bay Park,BRONX,Pelham Bay Park,X039,,,7184301890,"Bruckner Boulevard, Eastchester, Hutchinson",BRONX,NY,10461,,,,,,,,,,,,,,,
34320841,9/14/2016 18:14,9/16/2016 12:06,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10301,,,,,,,,STATEN ISLAND,,N/A,Closed,9/28/2016 18:14,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",9/16/2016 12:06,01 STATEN ISLAND,STATEN ISLAND,,,Silver Lake Park,STATEN ISLAND,Silver Lake Park,R022,,,7183908000,"Victory Boulevard, Clove Road, Forest Avenue",STATEN ISLAND,NY,10301,N,,,,,,,,,,,,,,
34324503,9/15/2016 13:38,9/15/2016 14:20,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11372,,,,,,,,JACKSON HEIGHTS,,N/A,Closed,9/29/2016 13:38,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,9/15/2016 14:20,03 QUEENS,QUEENS,,,Travers Park,QUEENS,Travers Park,Q303,,,7185205900,"78th Street, South of Northern Boulevard",JACKSON HEIGHTS,NY,11372,,,,,,,,,,,,,,,
34324518,9/15/2016 15:47,9/15/2016 15:50,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11375,,,,,YELLOWSTONE BOULEVARD,65 AVENUE,INTERSECTION,FOREST HILLS,,N/A,Closed,9/29/2016 15:47,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,9/15/2016 15:50,06 QUEENS,QUEENS,"1,025,508","205,617",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73095162,-73.85113582,"(40.73095161894117, -73.85113581842995)"
34325622,9/15/2016 14:18,9/15/2016 14:19,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11235,,,,,,,,BROOKLYN,,N/A,Closed,9/29/2016 14:18,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,9/15/2016 14:19,15 BROOKLYN,BROOKLYN,,,PS 286 Playground,BROOKLYN,PS 286 Playground,B306,,,7189658900,Avenue Y between Brown and Haring Streets,BROOKLYN,NY,11235,N,,,,,,,,,,,,,,
34325582,9/15/2016 18:23,9/15/2016 18:29,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11204,,,,,BAY PARKWAY,74 STREET,INTERSECTION,BROOKLYN,,N/A,Closed,9/29/2016 18:23,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,9/15/2016 18:29,11 BROOKLYN,BROOKLYN,"987,939","161,067",Bealin Square and Seth Low Playground,BROOKLYN,Bealin Square and Seth Low Playground,B100,,,NA 0/0,Avenue P and West 12 Street,BROOKLYN,NY,11204,N,,,,,,,,,,,,40.6087673,-73.98671398,"(40.60876730262125, -73.98671397988491)"
34325782,9/15/2016 16:28,9/15/2016 17:52,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10023,,,,,,,,NEW YORK,,N/A,Closed,9/29/2016 16:28,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,9/15/2016 17:52,Unspecified MANHATTAN,MANHATTAN,,,Central Park - Heckscher Playground,MANHATTAN,Central Park - Heckscher Playground,M010-031,,,2124080100,62nd Street between West and Center Drives,NEW YORK,NY,10023,,,,,,,,,,,,,,,
34330023,9/15/2016 13:28,9/15/2016 14:34,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10023,,,,,,,,NEW YORK,,N/A,Closed,9/29/2016 13:28,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,9/15/2016 14:34,07 MANHATTAN,MANHATTAN,,,Riverside Park,MANHATTAN,Riverside Park,M071,,,2124080250,"Riverside Drive to Hudson River, West 59th Street to Clair Place",NEW YORK,NY,10023,,,,,,,,,,,,,,,
34330842,9/15/2016 14:13,9/15/2016 14:44,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11421,,,,,,,,WOODHAVEN,,N/A,Closed,9/29/2016 14:13,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,9/15/2016 14:44,09 QUEENS,QUEENS,,,Equity Park,QUEENS,Equity Park,Q053,,,7185205900,"90th Street, 88th and 89th Avenues",WOODHAVEN,NY,11421,,,,,,,,,,,,,,,
34331093,9/15/2016 9:40,9/15/2016 10:26,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10459,,,,,BRUCKNER BOULEVARD,HUNTS POINT AVENUE,INTERSECTION,BRONX,,N/A,Closed,9/29/2016 9:40,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,9/15/2016 10:26,02 BRONX,BRONX,"1,014,509","238,113",Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82018899,-73.89067525,"(40.82018899074458, -73.89067524722688)"
33026083,3/31/2016 14:29,3/31/2016 14:45,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10025,,,,,,,,NEW YORK,,N/A,Closed,4/14/2016 14:29,The reported condition was inspected and a summons has been issued.,3/31/2016 14:45,07 MANHATTAN,MANHATTAN,,,Happy Warrior Playground,MANHATTAN,Happy Warrior Playground,M229,,,2124080100,West 98th Street and Amsterdam Avenue,NEW YORK,NY,10025,,,,,,,,,,,,,,,
34351925,9/18/2016 15:58,10/1/2016 14:30,DPR,Department of Parks and Recreation,Violation of Park Rules,Unauthorized Posting of Signs,Park,11105,,,,,,,,ASTORIA,,N/A,Closed,10/2/2016 15:58,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",10/1/2016 14:30,01 QUEENS,QUEENS,,,Astoria Park - Charybdis Playground,QUEENS,Astoria Park - Charybdis Playground,Q004-01,,,7185205900,Shore Boulevard opposite 23rd Avenue,ASTORIA,NY,11105,N,,,,,,,,,,,,,,
33073070,4/6/2016 15:21,4/6/2016 17:33,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11426,,,,,,,,BELLEROSE,,N/A,Closed,4/20/2016 15:21,The condition was determined to be an emergency issue and NYPD was notified.,4/6/2016 17:33,13 QUEENS,QUEENS,,,Alley Pond Park,QUEENS,Alley Pond Park,Q001,,,7185205900,"Little Neck Bay to Spring Boulevard, Union Turnpike",BELLEROSE,NY,11426,,,,,,,,,,,,,,,
33095687,4/9/2016 12:34,4/9/2016 13:24,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Beach,10465,,,PELHAM BAY PARK,,,,,BRONX,,N/A,Closed,4/23/2016 12:34,The reported condition was inspected and a summons has been issued.,4/9/2016 13:24,Unspecified BRONX,BRONX,,,Beach - Orchard,BRONX,Beach - Orchard,X039,,,2124080239,On the Long Island Sound in Pelham Bay Park,BRONX,NY,10465,,,,,,,,,,,,,,,
33098044,4/9/2016 12:36,4/22/2016 11:08,DPR,Department of Parks and Recreation,Violation of Park Rules,Unauthorized Climbing,Park,11101,,,,,,,,LONG ISLAND CITY,,N/A,Closed,4/23/2016 12:36,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",4/22/2016 11:08,02 QUEENS,QUEENS,,,Murray Playground,QUEENS,Murray Playground,Q141,,,7185205900,"21st Street, 45th Avenue, 11th Street, 45th Road",LONG ISLAND CITY,NY,11101,N,,,,,,,,,,,,,,
33213269,4/25/2016 13:15,4/25/2016 13:58,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10463,,,,,,,,BRONX,,N/A,Closed,5/9/2016 13:15,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,4/25/2016 13:58,Unspecified BRONX,BRONX,,,Ben Abrams Playground,BRONX,Ben Abrams Playground,X002-04,,,NA 0/0,Lydig Avenue and Bronx Park East,BRONX,NY,10463,,,,,,,,,,,,,,,
